,headline,url,date,author,summary
1190,"Rising temperatures will put 1 billion more people at risk of infectious disease, Morgan Stanley ...",https://www.cnbc.com/2019/07/26/1-billion-more-people-at-risk-of-infectious-disease-morgan-stanley-warns.html?&qsearchterm=CLIMATE CHANGE,7/27/2019 9:45:20 AM ET,Pippa Stevens,"Rising global temperatures could put an additional 1 billion people at risk of contracting an infectious disease by the year 2080, Morgan Stanley analysts warned ..."
1191,"2016 was the warmest year on record, UN agency says",https://www.cnbc.com/2017/03/21/2016-was-the-warmest-year-on-record-un-agency-says.html?&qsearchterm=CLIMATE CHANGE,3/21/2017 7:33:21 AM ET,Anmar Frangoul,"Last year was the warmest on record and the planet saw exceptionally low sea ice along with unabated sea level rise and ocean heat, the ..."
1192,Elite hedge funds: Wall Street is missing this one major risk,https://www.cnbc.com/2014/04/25/elite-hedge-funds-wall-street-is-missing-this-one-major-risk.html?&qsearchterm=CLIMATE CHANGE,4/26/2014 6:00:00 AM ET,Lawrence Delevingne,Is Wall Street missing the biggest economic risk in the world? That’s what a trio of prominent hedge fund managers believe. Jeremy Grantham of $117 ...
1193,Tackling food wastage can be a $2.5 trillion market opportunity for businesses,https://www.cnbc.com/2019/08/12/preventing-food-wastage-can-be-a-2point5-trillion-business-opportunity.html?&qsearchterm=CLIMATE CHANGE,8/12/2019 4:14:21 AM ET,Karen Gilchrist,"As popular debate continues to grow around the rising climate crisis, a new industry is emerging to take a bite out of one of the ..."
1194,Steve Mnuchin dissed 181 major CEOs in a new battle over the future of profits,https://www.cnbc.com/2019/09/20/steve-mnuchin-disses-181-ceos-in-new-battle-over-future-of-profits.html?&qsearchterm=CLIMATE CHANGE,9/20/2019 10:00:36 AM ET,Eric Rosenbaum,"Treasury Secretary Steve Mnuchin has his fair share of critics on the left and among the larger public, but last week he added close to ..."
1195,Tens of millions of sea urchins wreaking destruction on US West Coast,https://www.cnbc.com/2019/10/25/tens-of-millions-of-sea-urchins-wreaking-destruction-on-us-west-coast.html?&qsearchterm=CLIMATE CHANGE,10/24/2019 8:46:15 PM ET,Eric Rosenbaum,Tens of millions of voracious purple sea urchins that have already chomped their way through towering underwater kelp forests in California are spreading north to ...
1196,"Sad that Trump fails to see decarbonization’s economic benefits, former UNFCCC secretary says",https://www.cnbc.com/video/2019/01/23/trump-fails-to-see-decarbonizations-economic-benefits-former-un-secretary.html?&qsearchterm=CLIMATE CHANGE,1/23/2019 12:37:12 PM ET,Eric Rosenbaum,"Christiana Figueres, former executive secretary of the UN Framework Convention on Climate Change, says the U.S. will eventually join the movement to save the environment."
1197,Rapid growth of India’s Chennai threatened by water shortages,https://www.cnbc.com/2019/08/06/rapid-growth-of-indias-chennai-threatened-by-water-shortages.html?&qsearchterm=CLIMATE CHANGE,8/6/2019 2:03:26 AM ET,Eric Rosenbaum,"CHENNAI, India (AP) — Dozens of billion-dollar companies. Thousands of high-paying IT and manufacturing jobs. Luxury apartments towering over the Bay of Bengal. The southern ..."
1198,The US natural gas industry is leaking way more methane than previously thought. Here’s why ...,https://www.cnbc.com/2018/07/06/the-us-natural-gas-industry-leaking-way-more-methane-than-ever-before.html?&qsearchterm=CLIMATE CHANGE,7/6/2018 12:37:02 PM ET,Eric Rosenbaum,"Natural gas is displacing coal, which could help fight climate change because burning it produces fewer carbon emissions. But producing and transporting natural gas releases ..."
1199,"Donald Trump delivered a zinger about Pittsburgh, but there are some problems with it",https://www.cnbc.com/2017/06/01/pittsburgh-mayor-defying-trump-vows-to-adhere-to-paris-accord.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 5:29:57 PM ET,John W. Schoen,"Declaring that he was “elected to represent the citizens of Pittsburgh, not Paris,” President Donald Trump on Thursday announced the historic U.S. withdrawal from the ..."
1200,Millions of people are running out of water – how desalination plants are trying to ...,https://www.cnbc.com/2019/10/20/desalination-plants-provide-clean-drinking-water-to-the-world.html?&qsearchterm=CLIMATE CHANGE,10/20/2019 9:00:03 AM ET,Adam Isaak,"Today, one out of three people don’t have access to safe drinking water. One reason is that 96.5% of that water is found in our ..."
1201,New Zealand set to ban new offshore oil and gas drilling,https://www.cnbc.com/2018/04/12/new-zealand-set-to-ban-oil-and-gas-drilling.html?&qsearchterm=CLIMATE CHANGE,4/12/2018 6:47:10 AM ET,David Reid,The New Zealand government announced it will not grant any new deep-sea oil and gas exploration permits in an effort to combat the effects of ...
1202,Billionaire Bill Gates: 3 strategies to deal with anxiety over the world’s big problems,https://www.cnbc.com/2018/12/18/bill-gates-strategies-to-manage-anxiety-over-global-problems.html?&qsearchterm=CLIMATE CHANGE,12/18/2018 12:41:09 PM ET,David Reid,"Modern life provides many reasons to worry, from terrorism to climate change to robots stealing people’s jobs.Billionaire philanthropist and Microsoft co-founder Bill Gates recommends a ..."
1203,What to know about Alexandria Ocasio-Cortez’s ‘A Just Society’ six-bill package,https://www.cnbc.com/2019/09/27/what-to-know-about-alexandria-ocasio-cortezs-a-just-society-six-bill-package.html?&qsearchterm=CLIMATE CHANGE,9/27/2019 9:40:17 AM ET,David Reid,"Congresswoman Alexandria Ocasio-Cortez (NY-D) has a new plan to address poverty in the U.S.Called “A Just Society,” the six-bill package, released Wednesday, September 26, aims ..."
1204,Activist DE Shaw releases scathing report on Emerson Electric,https://www.cnbc.com/video/2019/10/15/hedge-fund-de-shaw-announces-it-has-a-1percent-stake-in-emerson-electric.html?&qsearchterm=CLIMATE CHANGE,10/15/2019 10:19:22 AM ET,David Faber,"CNBC’s David Faber reports D.E. Shaw, the $50 billion hedge fund that in recent years has engaged in shareholder activism along with it’s many other ..."
1205,Sen. Elizabeth Warren unveils ‘economic patriotism’ plan calling for aggressive market intervention and active currency ...,https://www.cnbc.com/2019/06/04/elizabeth-warren-calls-for-aggressive-market-intervention-in-jobs-plan.html?&qsearchterm=CLIMATE CHANGE,6/4/2019 11:19:48 AM ET,Tucker Higgins,Democratic presidential candidate Elizabeth Warren on Tuesday called for aggressive government intervention in U.S. markets in a wide-ranging and detailed proposal to create jobs and ...
1206,The heat is on for 4 more years: Extreme temperatures expected through 2022,https://www.cnbc.com/2018/08/15/4-more-years-of-heat-extreme-temperatures-expected-through-2022.html?&qsearchterm=CLIMATE CHANGE,8/15/2018 5:45:20 PM ET,Tucker Higgins,"This summer’s heat has shattered records around the Northern Hemisphere, from Algeria to Canada and Japan to California. New research suggests this could be only ..."
1207,Trump administration faces long odds in fight with California over auto emissions waiver,https://www.cnbc.com/2019/09/20/trump-faces-long-odds-in-california-lawsuit-over-auto-emissions-waiver.html?&qsearchterm=CLIMATE CHANGE,9/20/2019 12:39:07 PM ET,Tucker Higgins,The Trump administration has a steep hill to climb before it can revoke a waiver that allows California to set separate rules that govern auto ...
1208,"IEA’s Birol: Climate activists, energy firms don’t speak same language",https://www.cnbc.com/video/2019/11/13/ieas-birol-climate-activists-energy-firms-dont-speak-same-language.html?&qsearchterm=CLIMATE CHANGE,11/13/2019 8:59:00 AM ET,Tucker Higgins,"Fatih Birol, executive director of the International Energy Agency, discusses the pressure on oil and gas firms to reduce their reliance on fossil fuels."
1209,"Bucking Trump, these cities, states and companies commit to Paris Accord",https://www.cnbc.com/2017/06/02/bucking-trump-these-cities-states-and-companies-commit-to-paris-accord.html?&qsearchterm=CLIMATE CHANGE,6/2/2017 10:40:49 AM ET,Tucker Higgins,"Representatives of American cities, states and companies are preparing to submit a plan to the United Nations pledging to meet the United States’ greenhouse gas ..."
1210,"Bucking Trump, these cities, states and companies commit to Paris Accord",https://www.cnbc.com/2017/06/02/bucking-trump-these-cities-states-and-companies-commit-to-paris-accord.html?&qsearchterm=CLIMATE CHANGE,6/2/2017 10:40:49 AM ET,Tucker Higgins,"Representatives of American cities, states and companies are preparing to submit a plan to the United Nations pledging to meet the United States’ greenhouse gas ..."
1211,Silicon Valley execs are making early bets on the 2020 Democratic presidential candidates — here’s ...,https://www.cnbc.com/2019/08/13/2020-democratic-presidential-candidates-donations-from-tech-execs.html?&qsearchterm=CLIMATE CHANGE,8/13/2019 12:07:42 PM ET,Ari Levy,It’s still more than five months until the first-in-the-nation Iowa caucus and the heat of the Democratic primary season. Many technology executives remain on the ...
1212,Who really pays if Trump quits the Paris accord,https://www.cnbc.com/2017/06/01/quitting-paris-climate-agreement-would-be-a-moral-disgrace-commentary.html?&qsearchterm=CLIMATE CHANGE,6/1/2017 11:54:11 AM ET,Ari Levy,No laid-off coal miners will get their jobs back if President Trump pulls the United States from the Paris accord on climate change. No extra ...
1213,"Blue America reaches out to the world, ignoring Trump",https://www.cnbc.com/2017/07/03/blue-america-reaches-out-to-the-world-ignoring-trump.html?&qsearchterm=CLIMATE CHANGE,7/3/2017 9:45:09 AM ET,Ari Levy,"Even before President Trump announced that the US would withdraw from the Paris climate agreement, it was clear that he intended to lead the US ..."
1214,These stocks could have the most to lose if a progressive Democratic agenda takes hold ...,https://www.cnbc.com/2019/10/06/these-stocks-could-under-perform-in-a-progressive-democratic-agenda.html?&qsearchterm=CLIMATE CHANGE,10/6/2019 3:43:25 PM ET,Emma Newburger,"Despite the fact that the 2020 presidential election is more than a year away, investors are looking at the potential impact of a progressive political ..."
1215,President Trump may ‘decide not to pull the US out of Paris agreement’: Al Gore,https://www.cnbc.com/2017/03/23/trump-may-decide-not-to-pull-the-us-out-of-paris-agreement-al-gore.html?&qsearchterm=CLIMATE CHANGE,3/23/2017 12:46:54 PM ET,Lucy Handley,"President Donald Trump may yet decide not to pull the U.S. out of the Paris agreement, the international accord to reduce the impact of climate ..."
1216,"If Trump skews science, researchers must raise the alarm: Obama official",https://www.cnbc.com/2016/12/14/if-trump-skews-science-researchers-must-raise-the-alarm-obama-official.html?&qsearchterm=CLIMATE CHANGE,12/14/2016 7:26:56 AM ET,Lucy Handley,"Scientists must confront climate change deniers and speak up if U.S. President-elect Donald Trump tries to sideline climate research, Interior Secretary Sally Jewell is due ..."
1217,China to Announce Cap-and-Trade Program to Limit Emissions,https://www.cnbc.com/2015/09/24/china-to-limit-greenhouse-gas-emissions-in-cap-and-trade-program.html?&qsearchterm=CLIMATE CHANGE,9/24/2015 11:32:10 PM ET,Lucy Handley,President Xi Jinping of China will make a landmark commitment on Friday to start a national program in 2017 that will limit and put a ...
1218,23 U.S. states sue Trump administration over fuel efficiency rollback,https://www.cnbc.com/2020/05/27/23-us-states-sue-trump-administration-over-fuel-efficiency-rollback.html?&qsearchterm=CLIMATE CHANGE,5/27/2020 2:24:38 PM ET,Lucy Handley,"A group of 23 U.S. states led by California, the District of Columbia and some major cities are challenging a Trump administration decision to weaken ..."
1219,2020 candidate Pete Buttigieg on taxing the rich and the future of American capitalism,https://www.cnbc.com/2019/04/12/2020-candidate-pete-buttigieg-on-taxing-the-rich-future-of-us-capitalism.html?&qsearchterm=CLIMATE CHANGE,4/12/2019 7:00:04 AM ET,John Harwood,"In the sprawling 2020 Democratic field, Pete Buttigieg may be the unlikeliest serious contender of all.He’s just 37 years old. He’s the mayor of South ..."
1220,"France’s Macron will fight global warming, and wants US experts to help",https://www.cnbc.com/2017/05/09/frances-macron-will-fight-global-warming-and-wants-us-experts-to-help.html?&qsearchterm=CLIMATE CHANGE,5/9/2017 4:58:47 AM ET,Anmar Frangoul,"As the world continues to take in Emmanuel Macron’s resounding victory in the French election, attention is already turning to his plans for the next ..."
1221,Greta Thunberg sets up non-profit with ‘alternative Nobel Prize’ money,https://www.cnbc.com/2020/02/21/greta-thunberg-sets-up-non-profit-with-alternative-nobel-prize-money.html?&qsearchterm=CLIMATE CHANGE,2/21/2020 7:25:40 AM ET,Anmar Frangoul,"Climate activist Greta Thunberg has used the 1 million Swedish Krona ($102,062) prize money she won in a recent award to launch a non-profit foundation.Thunberg ..."
1222,Germany still has no government — here are the key reasons why,https://www.cnbc.com/2017/11/07/germanys-merkel-still-hasnt-formed-a-government--here-are-the-key-reasons-why.html?&qsearchterm=CLIMATE CHANGE,11/7/2017 3:21:49 AM ET,Holly Ellyatt,"German Chancellor Angela Merkel said she wants proper talks to begin with other political parties in order to form a coalition government, but differences over ..."
